172.20.0.1 - - [09/Dec/2020:20:32:11 +0000] "GET /Front/images/login/login.jpg HTTP/1.1" 200 470016 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:32:14 +0000] "GET /_wdt/2b7913 HTTP/1.1" 200 16003 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /login HTTP/1.1" 200 53844 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/css/fontawesomes.min.css HTTP/1.1" 200 55183 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/css/master.css HTTP/1.1" 200 334 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/css/bootstrap.min.css HTTP/1.1" 200 160403 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/css/mdbootstrap.css HTTP/1.1" 200 276310 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/js/bootstrap.min.js HTTP/1.1" 200 60174 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/js/popper.min.js HTTP/1.1" 200 20535 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/js/buttonLoad.js HTTP/1.1" 200 217 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/js/jquery.min.js HTTP/1.1" 200 89475 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/js/mdbootstrap.min.js HTTP/1.1" 200 288376 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/images/login/login.jpg HTTP/1.1" 200 470016 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:26 +0000] "GET /Front/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 80272 "http://localhost/Front/css/fontawesomes.min.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:29 +0000] "GET /favicon.ico HTTP/1.1" 404 251300 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.20.0.1 - - [09/Dec/2020:20:32:30 +0000] "GET /_wdt/f8848d HTTP/1.1" 200 16005 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.21.0.1 - - [09/Dec/2020:20:41:39 +0000] "GET / HTTP/1.1" 200 52191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.21.0.1 - - [09/Dec/2020:20:41:45 +0000] "GET /_wdt/16de96 HTTP/1.1" 200 15965 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.22.0.1 - - [09/Dec/2020:20:48:54 +0000] "GET / HTTP/1.1" 200 52191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.22.0.1 - - [09/Dec/2020:20:48:59 +0000] "GET /_wdt/4aab65 HTTP/1.1" 200 15965 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.22.0.1 - - [09/Dec/2020:20:49:07 +0000] "GET /login HTTP/1.1" 200 53844 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.22.0.1 - - [09/Dec/2020:20:49:10 +0000] "GET /_wdt/92958b HTTP/1.1" 200 16005 "http://localhost/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:07:53 +0000] "GET / HTTP/1.1" 500 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:08:16 +0000] "GET / HTTP/1.1" 500 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:11:28 +0000] "GET / HTTP/1.1" 200 52859 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:11:28 +0000] "GET /Front/js/tata.js HTTP/1.1" 200 16320 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:11:33 +0000] "GET /_wdt/1fa80a HTTP/1.1" 200 17790 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:11:46 +0000] "GET / HTTP/1.1" 200 52859 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:11:51 +0000] "GET /_wdt/68bacb HTTP/1.1" 200 16243 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
172.23.0.1 - - [09/Dec/2020:21:12:01 +0000] "GET /_profiler/68bacb?panel=logger HTTP/1.1" 200 412198 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
